OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,RMA,DIVIDED,STAT_DIV_NAME,lat,lng,geolocation_area,geolocation,postcode,locality,region
3402270,T20130014876,18/07/2013,21.30.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Dark Street lights on,Not at intersection,Other injury accident,60 km/hr,145.14248,-37.02809,Non-Intersection,MITCHELL,NORTHERN REGION,3,2,0,0,2,1,0,1,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,TOWNS,Arterial Highway,Divided,Country,-37.028,145.142,-37.0;145.1,-37.028;145.142,,,
3402274,T20130014885,10/07/2013,05.45.00,Yes,Collision with a fixed object,Wednesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,149.32866,-37.56473,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.565,149.329,-37.6;149.3,-37.565;149.329,,,
3402278,T20130014690,16/07/2013,10.45.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),Day,Not at intersection,Other injury accident,100 km/hr,145.29979,-37.17058,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,5,1,0,0,1,4,0,2,2,0,0,0,1,0,0,2,No,0,3,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.171,145.300,-37.2;145.3,-37.171;145.300,,,
3402281,T20130014697,16/07/2013,10.25.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Serious injury accident,100 km/hr,142.86479,-38.38855,Intersection,CORANGAMITE,SOUTH WESTERN REGION,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.389,142.865,-38.4;142.9,-38.389;142.865,,,
3402282,T20130014700,10/07/2013,13.05.00,No,Collision with a fixed object,Wednesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,144.33897,-37.33067,Non-Intersection,HEPBURN,WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.331,144.339,-37.3;144.3,-37.331;144.339,,,
3402291,T20130014720,16/07/2013,19.25.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,80 km/hr,144.50603,-37.62372,Non-Intersection,MOORABOOL,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.624,144.506,-37.6;144.5,-37.624;144.506,,,
3402298,T20130014732,15/07/2013,16.15.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,143.68198999999998,-37.88431,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.884,143.682,-37.9;143.7,-37.884;143.682,,,
3402308,T20130015095,21/07/2013,21.45.00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Dark Street lights on,Cross intersection,Other injury accident,60 km/hr,144.30487,-36.73146,Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,No,0,1,0,1,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Undivided,Country,-36.731,144.305,-36.7;144.3,-36.731;144.305,,,
3402317,T20130014923,19/07/2013,14.31.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,60 km/hr,143.86191000000002,-37.53967,Intersection,BALLARAT,WESTERN REGION,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,Local Road,Undivided,Country,-37.540,143.862,-37.5;143.9,-37.540;143.862,,,
3402327,T20130014947,19/07/2013,17.15.00,Yes,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO LEFT,Dark No street lights,Not at intersection,Other injury accident,80 km/hr,146.24017,-36.33847,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.338,146.240,-36.3;146.2,-36.338;146.240,,,
3402342,T20130014971,19/07/2013,20.15.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Not at intersection,Serious injury accident,50 km/hr,147.02646000000001,-36.25147,Non-Intersection,INDIGO,NORTH EASTERN REGION,4,4,0,2,2,0,0,3,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_TOWNS,Arterial Other,Undivided,Country,-36.251,147.026,-36.3;147.0,-36.251;147.026,,,
3402348,T20130014993,20/07/2013,08.27.00,No,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dusk/Dawn,Not at intersection,Other injury accident,100 km/hr,144.13121999999998,-38.259,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,1,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.259,144.131,-38.3;144.1,-38.259;144.131,,,
3402353,T20130015000,20/07/2013,12.20.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Serious injury accident,80 km/hr,144.28035,-37.54847,Non-Intersection,MOORABOOL,WESTERN REGION,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,No,0,2,0,1,1,0,SMALL_TOWNS,Local Road,Undivided,Country,-37.548,144.280,-37.5;144.3,-37.548;144.280,,,
3402356,T20130015003,20/07/2013,11.55.00,No,Collision with vehicle,Saturday,LEFT NEAR (INTERSECTIONS ONLY),Day,T intersection,Other injury accident,60 km/hr,146.55218,-38.194309999999994,Intersection,LATROBE,EASTERN REGION,6,1,0,0,1,5,0,4,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,Local Road,Undivided,Country,-38.194,146.552,-38.2;146.6,-38.194;146.552,,,
3402357,T20130015004,20/07/2013,13.30.00,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,144.95516,-37.32221,Non-Intersection,MITCHELL,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.322,144.955,-37.3;145.0,-37.322;144.955,,,
3402370,T20130015027,20/07/2013,18.20.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO LEFT,Dark Street lights on,Not at intersection,Serious injury accident,50 km/hr,144.27105,-36.71917,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,1,1,0,0,1,0,LARGE_PROVINCIAL_CITIES,Local Road,Undivided,Country,-36.719,144.271,-36.7;144.3,-36.719;144.271,,,
3402371,T20130015029,20/07/2013,18.40.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Cross intersection,Other injury accident,60 km/hr,146.00461,-36.0177,Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,Arterial Highway,Divided,Country,-36.018,146.005,-36.0;146.0,-36.018;146.005,,,
3402372,T20130015031,20/07/2013,18.09.00,Yes,Struck Pedestrian,Saturday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Dark Street lights on,Cross intersection,Other injury accident,50 km/hr,145.51685,-37.65406,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,Arterial Highway,Divided,Metro,-37.654,145.517,-37.7;145.5,-37.654;145.517,,,
3402383,T20130015060,20/07/2013,11.50.00,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,145.29551999999998,-36.37551,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.376,145.296,-36.4;145.3,-36.376;145.296,,,
3402390,T20130015073,21/07/2013,03.20.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,80 km/hr,145.78404,-38.10717,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.107,145.784,-38.1;145.8,-38.107;145.784,,,
3402398,T20130015187,23/07/2013,10.37.00,No,Collision with vehicle,Tuesday,RIGHT THROUGH,Day,T intersection,Other injury accident,50 km/hr,143.91891999999999,-35.735040000000005,Intersection,GANNAWARRA,NORTHERN REGION,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,No,0,2,0,1,1,0,TOWNS,Arterial Other,Undivided,Country,-35.735,143.919,-35.7;143.9,-35.735;143.919,,,
3402399,T20130015188,13/07/2013,10.45.00,No,collision with some other object,Saturday,STRUCK OBJECT ON CARRIAGEWAY,Day,Not at intersection,Other injury accident,Not known,146.40896999999998,-37.95702,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.957,146.409,-38.0;146.4,-37.957;146.409,,,
3402402,T20130015198,23/07/2013,09.40.00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,143.02588,-37.27646,Non-Intersection,ARARAT,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.276,143.026,-37.3;143.0,-37.276;143.026,,,
3402424,T20130015222,23/07/2013,16.20.00,No,Collision with vehicle,Tuesday,RIGHT NEAR (INTERSECTIONS ONLY),Day,T intersection,Other injury accident,60 km/hr,143.68229,-37.64833,Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,4,3,0,0,3,1,0,2,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_TOWNS,Arterial Highway,Undivided,Country,-37.648,143.682,-37.6;143.7,-37.648;143.682,,,
3402428,T20130015232,23/07/2013,18.15.00,Yes,Collision with vehicle,Tuesday,RIGHT THROUGH,Dark Street lights on,Cross intersection,Serious injury accident,60 km/hr,144.31616,-36.70516,Intersection,BENDIGO,NORTHERN REGION,3,2,0,1,1,1,0,1,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Undivided,Country,-36.705,144.316,-36.7;144.3,-36.705;144.316,,,
3402448,T20130015285,24/07/2013,13.30.00,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY ON RIGHT BEND,Day,Not at intersection,Serious injury accident,100 km/hr,147.05776,-36.41325,Non-Intersection,INDIGO,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.413,147.058,-36.4;147.1,-36.413;147.058,,,
3402466,T20130015327,25/07/2013,01.00.00,Yes,Collision with a fixed object,Thursday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,143.86365,-36.88702,Non-Intersection,LODDON,NORTHERN REGION,4,1,0,1,0,3,0,3,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.887,143.864,-36.9;143.9,-36.887;143.864,,,
3402480,T20130015136,22/07/2013,13.00.00,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY ON LEFT BEND,Day,Not at intersection,Serious injury accident,40 km/hr,141.85576,-35.36914,Non-Intersection,MILDURA,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-35.369,141.856,-35.4;141.9,-35.369;141.856,,,
3402497,T20130015174,22/07/2013,17.35.00,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,146.18202,-38.076209999999996,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.076,146.182,-38.1;146.2,-38.076;146.182,,,
3402521,T20130015386,21/07/2013,13.00.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Other injury accident,60 km/hr,144.43838,-37.48683,Non-Intersection,MOORABOOL,WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.487,144.438,-37.5;144.4,-37.487;144.438,,,
3402522,T20130015389,25/07/2013,16.50.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,100 km/hr,146.42848999999998,-36.0587,Intersection,INDIGO,NORTH EASTERN REGION,4,1,0,0,1,3,0,2,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.059,146.428,-36.1;146.4,-36.059;146.428,,,
3402531,T20130015407,20/07/2013,15.10.00,Yes,Struck Pedestrian,Saturday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,Day,Not at intersection,Other injury accident,50 km/hr,144.72985,-36.13445,Non-Intersection,CAMPASPE,NORTHERN REGION,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_CITIES,Local Road,Undivided,Country,-36.134,144.730,-36.1;144.7,-36.134;144.730,,,
3402539,T20130015432,18/07/2013,16.50.00,No,No collision and no object struck,Thursday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Serious injury accident,100 km/hr,144.6171,-36.25504,Non-Intersection,CAMPASPE,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.255,144.617,-36.3;144.6,-36.255;144.617,,,
3402540,T20130015434,25/07/2013,21.15.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,143.30548000000002,-38.329229999999995,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.329,143.305,-38.3;143.3,-38.329;143.305,,,
3402544,T20130015440,26/07/2013,12.46.00,No,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,148.53961999999999,-37.78188,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.782,148.540,-37.8;148.5,-37.782;148.540,,,
3402555,T20130015466,23/07/2013,13.07.00,No,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,143.12808,-38.25022,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,2,0,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.250,143.128,-38.3;143.1,-38.250;143.128,,,
3402582,T20130015526,26/07/2013,16.10.00,Yes,Collision with vehicle,Friday,RIGHT REAR.,Day,T intersection,Other injury accident,60 km/hr,145.51294,-37.6621,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,Arterial Highway,Undivided,Metro,-37.662,145.513,-37.7;145.5,-37.662;145.513,,,
3402591,T20130015648,29/07/2013,13.10.00,No,Collision with vehicle,Monday,RIGHT THROUGH,Day,T intersection,Other injury accident,80 km/hr,146.56078,-38.19078,Intersection,LATROBE,EASTERN REGION,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,SMALL_CITIES,Arterial Highway,Divided,Country,-38.191,146.561,-38.2;146.6,-38.191;146.561,,,
3402593,T20130015650,29/07/2013,07.25.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,144.12214,-37.241890000000005,Non-Intersection,HEPBURN,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,1,0,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.242,144.122,-37.2;144.1,-37.242;144.122,,,
3402603,T20130015780,30/07/2013,04.45.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,T intersection,Other injury accident,100 km/hr,146.82163,-36.32573,Intersection,INDIGO,NORTH EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.326,146.822,-36.3;146.8,-36.326;146.822,,,
3402637,T20130015712,4/07/2013,22.25.00,Yes,Vehicle overturned (no collision),Thursday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Dark No street lights,Not at intersection,Other injury accident,100 km/hr,146.96837,-37.910059999999994,Non-Intersection,WELLINGTON,EASTERN REGION,3,3,0,0,3,0,0,2,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.910,146.968,-37.9;147.0,-37.910;146.968,,,
3402657,T20130015758,31/07/2013,08.28.00,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Day,Cross intersection,Serious injury accident,60 km/hr,141.60423,-38.3359,Intersection,GLENELG,SOUTH WESTERN REGION,3,1,0,1,0,2,0,1,1,1,0,0,0,1,0,0,No,0,1,0,1,0,0,TOWNS,Local Road,Undivided,Country,-38.336,141.604,-38.3;141.6,-38.336;141.604,,,
3402669,T20130015574,26/07/2013,21.40.00,Yes,Vehicle overturned (no collision),Friday,OFF CARRIAGEWAY TO RIGHT,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,146.13307,-37.54835,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Metro,-37.548,146.133,-37.5;146.1,-37.548;146.133,,,
3402670,T20130015576,28/07/2013,11.10.00,No,No collision and no object struck,Sunday,OFF CARRIAGEWAY ON LEFT BEND,Day,Not at intersection,Other injury accident,100 km/hr,144.20776999999998,-37.8905,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.891,144.208,-37.9;144.2,-37.891;144.208,,,
3402676,T20130015590,28/07/2013,01.45.00,Yes,Struck animal,Sunday,STRUCK ANIMAL,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,145.34478000000001,-36.415,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.415,145.345,-36.4;145.3,-36.415;145.345,,,
3402684,T20130015626,28/07/2013,12.00.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),Day,Not at intersection,Other injury accident,Not known,144.43401,-37.49651,Non-Intersection,MOORABOOL,WESTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.497,144.434,-37.5;144.4,-37.497;144.434,,,
3402691,T20130015642,29/07/2013,06.00.00,Yes,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY ON RIGHT BEND,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,148.9887,-37.59235,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,3,3,0,0,3,0,0,2,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.592,148.989,-37.6;149.0,-37.592;148.989,,,
3402692,T20130015643,29/07/2013,13.10.00,No,Collision with vehicle,Monday,U TURN,Day,Not at intersection,Other injury accident,100 km/hr,145.9616,-37.02751,Non-Intersection,MANSFIELD,NORTH EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.028,145.962,-37.0;146.0,-37.028;145.962,,,
3402699,T20130015983,3/08/2013,00.45.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Dark No street lights,Not at intersection,Fatal accident,100 km/hr,144.02254,-38.23324,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,3,2,1,0,1,1,0,0,3,0,0,0,0,0,0,0,Yes,0,3,0,3,0,0,RURAL_VICTORIA,Arterial Highway,Divided,Country,-38.233,144.023,-38.2;144.0,-38.233;144.023,,,
3402702,T20130015994,1/08/2013,03.20.00,Yes,Struck Pedestrian,Thursday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,Dark Street lights on,Not at intersection,Other injury accident,50 km/hr,144.74927,-36.12683,Non-Intersection,CAMPASPE,NORTHERN REGION,2,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,No,0,1,0,0,0,0,SMALL_CITIES,Local Road,Undivided,Country,-36.127,144.749,-36.1;144.7,-36.127;144.749,,,
3402716,T20130015835,31/07/2013,11.40.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Fatal accident,100 km/hr,143.52765,-35.47701,Intersection,SWAN HILL,NORTHERN REGION,2,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-35.477,143.528,-35.5;143.5,-35.477;143.528,,,
3402729,T20130015859,31/07/2013,10.27.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,Day,Not at intersection,Other injury accident,60 km/hr,144.291,-36.74945,Non-Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Undivided,Country,-36.749,144.291,-36.7;144.3,-36.749;144.291,,,
3402735,T20130015872,1/08/2013,15.30.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,145.94699,-36.74985,Non-Intersection,BENALLA,NORTH EASTERN REGION,2,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.750,145.947,-36.7;145.9,-36.750;145.947,,,
3402758,T20130015914,2/08/2013,08.00.00,No,Collision with vehicle,Friday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,Day,Not at intersection,Serious injury accident,50 km/hr,141.61011000000002,-38.36249,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,No,0,2,0,1,0,0,TOWNS,Local Road,Undivided,Country,-38.362,141.610,-38.4;141.6,-38.362;141.610,,,
3402762,T20130015924,2/08/2013,10.50.00,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,144.83088999999998,-36.17549,Non-Intersection,CAMPASPE,NORTHERN REGION,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.175,144.831,-36.2;144.8,-36.175;144.831,,,
3402792,T20130016065,4/08/2013,10.30.00,No,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,145.46693,-37.44168,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.442,145.467,-37.4;145.5,-37.442;145.467,,,
3402793,T20130016066,3/08/2013,23.00.00,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),Dark No street lights,Not at intersection,Serious injury accident,80 km/hr,143.53628999999998,-37.45443,Non-Intersection,PYRENEES,WESTERN REGION,4,2,0,1,1,2,0,2,2,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,RURAL_VICTORIA,Freeway,Divided,Country,-37.454,143.536,-37.5;143.5,-37.454;143.536,,,
